"rgn_id","habitat","extent_rank","layer"
1,"seagrass",199.974,"element_wts_cp_km2_x_protection"
2,"seagrass",130.988,"element_wts_cp_km2_x_protection"
5,"seagrass",1310.75,"element_wts_cp_km2_x_protection"
6,"seagrass",1143.96,"element_wts_cp_km2_x_protection"
7,"seagrass",1158.8,"element_wts_cp_km2_x_protection"
8,"seagrass",716.939,"element_wts_cp_km2_x_protection"
9,"seagrass",1523.82,"element_wts_cp_km2_x_protection"
11,"seagrass",496.88,"element_wts_cp_km2_x_protection"
13,"seagrass",413.921,"element_wts_cp_km2_x_protection"
14,"seagrass",1239.14,"element_wts_cp_km2_x_protection"
15,"seagrass",13470.8,"element_wts_cp_km2_x_protection"
16,"seagrass",39491,"element_wts_cp_km2_x_protection"
17,"seagrass",8593.66,"element_wts_cp_km2_x_protection"
18,"seagrass",1036.55,"element_wts_cp_km2_x_protection"
25,"seagrass",1582.33,"element_wts_cp_km2_x_protection"
26,"seagrass",1350.05,"element_wts_cp_km2_x_protection"
28,"seagrass",1245.26,"element_wts_cp_km2_x_protection"
29,"seagrass",1452.22,"element_wts_cp_km2_x_protection"
37,"seagrass",97.8041,"element_wts_cp_km2_x_protection"
39,"seagrass",2387.47,"element_wts_cp_km2_x_protection"
40,"seagrass",2822.35,"element_wts_cp_km2_x_protection"
41,"seagrass",655.811,"element_wts_cp_km2_x_protection"
42,"seagrass",5525.93,"element_wts_cp_km2_x_protection"
43,"seagrass",103.044,"element_wts_cp_km2_x_protection"
45,"seagrass",23.5778,"element_wts_cp_km2_x_protection"
47,"seagrass",5411.53,"element_wts_cp_km2_x_protection"
49,"seagrass",4287.66,"element_wts_cp_km2_x_protection"
50,"seagrass",20619.2,"element_wts_cp_km2_x_protection"
51,"seagrass",1423.4,"element_wts_cp_km2_x_protection"
52,"seagrass",477.668,"element_wts_cp_km2_x_protection"
54,"seagrass",3950.59,"element_wts_cp_km2_x_protection"
58,"seagrass",1993.63,"element_wts_cp_km2_x_protection"
66,"seagrass",1473.17,"element_wts_cp_km2_x_protection"
68,"seagrass",172.03,"element_wts_cp_km2_x_protection"
73,"seagrass",668.91,"element_wts_cp_km2_x_protection"
75,"seagrass",5754.72,"element_wts_cp_km2_x_protection"
79,"seagrass",16.5918,"element_wts_cp_km2_x_protection"
96,"seagrass",4332.2,"element_wts_cp_km2_x_protection"
98,"seagrass",190.369,"element_wts_cp_km2_x_protection"
99,"seagrass",1370.13,"element_wts_cp_km2_x_protection"
102,"seagrass",397.329,"element_wts_cp_km2_x_protection"
106,"seagrass",2725.42,"element_wts_cp_km2_x_protection"
110,"seagrass",2094.06,"element_wts_cp_km2_x_protection"
111,"seagrass",881.11,"element_wts_cp_km2_x_protection"
112,"seagrass",12994.8,"element_wts_cp_km2_x_protection"
113,"seagrass",40.1695,"element_wts_cp_km2_x_protection"
114,"seagrass",702.094,"element_wts_cp_km2_x_protection"
115,"seagrass",330.089,"element_wts_cp_km2_x_protection"
116,"seagrass",633.98,"element_wts_cp_km2_x_protection"
117,"seagrass",32.3103,"element_wts_cp_km2_x_protection"
118,"seagrass",19.2115,"element_wts_cp_km2_x_protection"
119,"seagrass",52.395,"element_wts_cp_km2_x_protection"
120,"seagrass",249.75,"element_wts_cp_km2_x_protection"
121,"seagrass",10.479,"element_wts_cp_km2_x_protection"
122,"seagrass",1.7465,"element_wts_cp_km2_x_protection"
123,"seagrass",470.682,"element_wts_cp_km2_x_protection"
124,"seagrass",70.7333,"element_wts_cp_km2_x_protection"
125,"seagrass",2.61975,"element_wts_cp_km2_x_protection"
129,"seagrass",1516.84,"element_wts_cp_km2_x_protection"
131,"seagrass",5278.8,"element_wts_cp_km2_x_protection"
132,"seagrass",372.005,"element_wts_cp_km2_x_protection"
133,"seagrass",2314.11,"element_wts_cp_km2_x_protection"
135,"seagrass",9020.68,"element_wts_cp_km2_x_protection"
139,"seagrass",1225.17,"element_wts_cp_km2_x_protection"
140,"seagrass",1131.73,"element_wts_cp_km2_x_protection"
147,"seagrass",633.98,"element_wts_cp_km2_x_protection"
151,"seagrass",414.794,"element_wts_cp_km2_x_protection"
152,"seagrass",931.759,"element_wts_cp_km2_x_protection"
155,"seagrass",3575.96,"element_wts_cp_km2_x_protection"
163,"seagrass",17906,"element_wts_cp_km2_x_protection"
164,"seagrass",4739.13,"element_wts_cp_km2_x_protection"
166,"seagrass",695.108,"element_wts_cp_km2_x_protection"
171,"seagrass",422.653,"element_wts_cp_km2_x_protection"
175,"seagrass",747.503,"element_wts_cp_km2_x_protection"
178,"seagrass",2.61975,"element_wts_cp_km2_x_protection"
179,"seagrass",586.825,"element_wts_cp_km2_x_protection"
182,"seagrass",509.105,"element_wts_cp_km2_x_protection"
184,"seagrass",2921.02,"element_wts_cp_km2_x_protection"
190,"seagrass",985.027,"element_wts_cp_km2_x_protection"
191,"seagrass",2580.46,"element_wts_cp_km2_x_protection"
192,"seagrass",69.8601,"element_wts_cp_km2_x_protection"
193,"seagrass",14515.2,"element_wts_cp_km2_x_protection"
194,"seagrass",12663.9,"element_wts_cp_km2_x_protection"
196,"seagrass",8847.78,"element_wts_cp_km2_x_protection"
200,"seagrass",556.261,"element_wts_cp_km2_x_protection"
202,"seagrass",41.0428,"element_wts_cp_km2_x_protection"
203,"seagrass",2558.62,"element_wts_cp_km2_x_protection"
205,"seagrass",1793.66,"element_wts_cp_km2_x_protection"
206,"seagrass",521.331,"element_wts_cp_km2_x_protection"
207,"seagrass",12.2255,"element_wts_cp_km2_x_protection"
208,"seagrass",55.888,"element_wts_cp_km2_x_protection"
209,"seagrass",7311.73,"element_wts_cp_km2_x_protection"
210,"seagrass",274.201,"element_wts_cp_km2_x_protection"
212,"seagrass",454.09,"element_wts_cp_km2_x_protection"
214,"seagrass",2224.17,"element_wts_cp_km2_x_protection"
215,"seagrass",1.7465,"element_wts_cp_km2_x_protection"
216,"seagrass",14797.2,"element_wts_cp_km2_x_protection"
218,"seagrass",3.493,"element_wts_cp_km2_x_protection"
220,"seagrass",24.451,"element_wts_cp_km2_x_protection"
221,"seagrass",57.6346,"element_wts_cp_km2_x_protection"
222,"seagrass",8.73251,"element_wts_cp_km2_x_protection"
231,"seagrass",284.68,"element_wts_cp_km2_x_protection"
245,"seagrass",1.7465,"element_wts_cp_km2_x_protection"
248,"seagrass",1.7465,"element_wts_cp_km2_x_protection"
249,"seagrass",1.7465,"element_wts_cp_km2_x_protection"
250,"seagrass",20.958,"element_wts_cp_km2_x_protection"
255,"seagrass",758.855,"element_wts_cp_km2_x_protection"
269,"seagrass",6413.15,"element_wts_cp_km2_x_protection"
16,"saltmarsh",39086.85,"element_wts_cp_km2_x_protection"
59,"saltmarsh",12.66,"element_wts_cp_km2_x_protection"
69,"saltmarsh",2.46,"element_wts_cp_km2_x_protection"
70,"saltmarsh",15,"element_wts_cp_km2_x_protection"
