"dimension","region_id","region_label","score_o","score","score_dif"
"status",120,"Antigua and Barbuda",100,51.3161429871459,-48.6838570128541
"status",123,"Dominica",92.16,45.7419273753494,-46.4180726246506
"status",119,"Saint Kitts and Nevis",66.82,25.9606556613709,-40.8593443386291
"status",113,"Cayman Islands",87.78,48.3264121229425,-39.4535878770575
"status",77,"Syria",70.96,34.2320058061015,-36.7279941938985
"status",117,"British Virgin Islands",63.83,100,36.17
"status",29,"Mayotte",10.29,43.9192169439364,33.6292169439364
"status",30,"Glorioso Islands",10.29,43.9192169439364,33.6292169439364
"status",33,"Juan de Nova Island",10.29,43.9192169439364,33.6292169439364
"status",186,"Montenegro",52.4,21.1803189317536,-31.2196810682464
"status",78,"Lebanon",85.16,54.9689768130601,-30.1910231869399
"status",180,"United Kingdom",40.41,70.3441939723773,29.9341939723773
"status",8,"Palau",31.02,60.7534211810993,29.7334211810993
"status",9,"Micronesia",31.02,60.7534211810993,29.7334211810993
"status",10,"Nauru",31.02,60.7534211810993,29.7334211810993
"status",11,"Marshall Islands",31.02,60.7534211810993,29.7334211810993
"status",12,"Wake Island",31.02,60.7534211810993,29.7334211810993
"status",13,"Northern Mariana Islands and Guam",31.02,60.7534211810993,29.7334211810993
"status",148,"Line Group",31.02,60.7534211810993,29.7334211810993
"status",157,"Phoenix Group",31.02,60.7534211810993,29.7334211810993
"status",212,"Kiribati",31.02,60.7534211810993,29.7334211810993
"status",52,"Bahrain",68.14,40.7466601988828,-27.3933398011172
"status",65,"Gambia",26.8,53.511704122115,26.711704122115
"status",244,"Curacao",72.88,49.0624367369661,-23.8175632630339
"status",125,"Grenada",45.35,23.5494238908996,-21.8005761091004
"status",14,"Taiwan",27.84,6.8650330988195,-20.9749669011805
"status",215,"Jordan",59.19,41.5716422801146,-17.6183577198854
"status",64,"Mauritania",19.81,2.58999592283151,-17.2200040771685
"status",167,"Guyana",35.79,20.1984811347218,-15.5915188652782
"status",162,"New Zealand",71.17,56.3715876889644,-14.7984123110356
"status",38,"British Indian Ocean Territory",56.87,71.5324633557146,14.6624633557146
"status",51,"Kuwait",32.46,18.8304436076956,-13.6295563923044
"status",54,"United Arab Emirates",37.19,50.7876305175004,13.5976305175004
"status",108,"Bermuda",100,87.0618979077479,-12.9381020922521
"status",177,"Netherlands",62.98,50.7906726706466,-12.1893273293534
"status",41,"Mozambique",13.23,25.1621919827556,11.9321919827556
"status",25,"Thailand",46.2,57.6667185167216,11.4667185167216
"status",19,"Tuvalu",30.68,41.2971728575005,10.6171728575005
"status",146,"Pitcairn",30.68,41.2971728575005,10.6171728575005
"status",147,"French Polynesia",30.68,41.2971728575005,10.6171728575005
"status",151,"American Samoa",30.68,41.2971728575005,10.6171728575005
"status",152,"Samoa",30.68,41.2971728575005,10.6171728575005
"status",153,"Cook Islands",30.68,41.2971728575005,10.6171728575005
"status",154,"Niue",30.68,41.2971728575005,10.6171728575005
"status",155,"Tonga",30.68,41.2971728575005,10.6171728575005
"status",156,"Tokelau",30.68,41.2971728575005,10.6171728575005
"status",161,"Wallis and Futuna",30.68,41.2971728575005,10.6171728575005
"status",15,"Philippines",15.94,26.2950547781073,10.3550547781073
"status",187,"Croatia",80.57,90.8600667767933,10.2900667767933
"status",81,"Cyprus",47.14,56.8483168841343,9.70831688413428
"status",74,"Georgia",24.5,34.0275542956944,9.52755429569435
"status",103,"Sao Tome and Principe",33.19,42.6309651243308,9.44096512433079
"status",208,"Singapore",49.26,58.1005593977605,8.84055939776047
"status",61,"Tunisia",56.36,48.4759553531634,-7.88404464683656
"status",140,"Guadeloupe and Martinique",17.74,9.94491127724667,-7.79508872275333
"status",166,"Jamaica",70.72,63.1968658018467,-7.52313419815327
"status",190,"Qatar",9.62,16.7353935859,7.11539358589996
"status",164,"Belize",93.03,100,6.97
"status",101,"Namibia",26.01,19.1104531329352,-6.8995468670648
"status",1,"Cocos Islands",61.12,54.2214167050951,-6.8985832949049
"status",2,"Christmas Island",61.12,54.2214167050951,-6.8985832949049
"status",3,"Norfolk Island",61.12,54.2214167050951,-6.8985832949049
"status",32,"R_union",15.33,8.94507851425473,-6.38492148574527
"status",214,"Egypt",54.91,48.6704796390366,-6.23952036096345
"status",97,"Liberia",19.81,25.8999592283151,6.08995922831514
"status",193,"Guinea Bissau",19.81,25.8999592283151,6.08995922831514
"status",127,"Saint Vincent and the Grenadines",37.11,43.1194785837614,6.00947858376139
"status",48,"Oman",29.53,23.5780365145913,-5.95196348540872
"status",80,"Greece",78.77,84.6816271998461,5.91162719984611
